ptu,time,optimized_kw,baseline_kw,turndown_kw,tariff_p_kwh
0,00:00,35.550000000000004,0.0,-35.550000000000004,18
1,00:30,35.550000000000004,0.0,-35.550000000000004,18
2,01:00,22.200000000000003,0.0,-22.200000000000003,17
3,01:30,7.4,0.0,-7.4,16
4,02:00,7.4,0.0,-7.4,15
5,02:30,0.0,0.0,0.0,15
6,03:00,0.0,0.0,0.0,16
7,03:30,0.0,0.0,0.0,17
8,04:00,0.0,0.0,0.0,18
9,04:30,0.0,0.0,0.0,19
10,05:00,0.0,0.0,0.0,20
11,05:30,0.0,0.0,0.0,21
12,06:00,0.0,0.0,0.0,22
13,06:30,0.0,0.0,0.0,23
14,07:00,0.0,0.0,0.0,32
15,07:30,0.0,0.0,0.0,34
16,08:00,0.0,0.0,0.0,36
17,08:30,0.0,0.0,0.0,35
18,09:00,0.0,0.0,0.0,33
19,09:30,0.0,0.0,0.0,31
20,10:00,0.0,0.0,0.0,30
21,10:30,0.0,0.0,0.0,29
22,11:00,0.0,0.0,0.0,28
23,11:30,0.0,0.0,0.0,27
24,12:00,0.0,0.0,0.0,27
25,12:30,0.0,0.0,0.0,28
26,13:00,0.0,0.0,0.0,29
27,13:30,0.0,0.0,0.0,30
28,14:00,0.0,0.0,0.0,31
29,14:30,0.0,0.0,0.0,32
30,15:00,0.0,0.0,0.0,45
31,15:30,0.0,0.5687795696767693,0.5687795696767693,48
32,16:00,0.0,0.5691530563106256,0.5691530563106256,52
33,16:30,0.0,9.63176726567254,9.63176726567254,55
34,17:00,0.0,21.85146059349453,21.85146059349453,52
35,17:30,0.0,21.803114102814057,21.803114102814057,48
36,18:00,0.0,15.640309798771385,15.640309798771385,45
37,18:30,0.0,13.491410040267988,13.491410040267988,42
38,19:00,0.0,10.45853335905104,10.45853335905104,38
39,19:30,0.0,8.469574878782957,8.469574878782957,35
40,20:00,3.53225454931095,3.15379870474192,-0.37845584456903003,32
41,20:30,2.22904920722045,1.9902225064468333,-0.23882670077361667,29
42,21:00,0.0,0.8509897279234135,0.8509897279234135,26
43,21:30,0.0,0.2860952489782176,0.2860952489782176,24
44,22:00,0.0,0.2837535471165284,0.2837535471165284,22
45,22:30,0.0,0.28721393690004754,0.28721393690004754,20
46,23:00,0.0,0.0,0.0,19
47,23:30,0.0,0.0,0.0,18
